row ID,price_doc
1,9571024.503410969
2,9369694.511703223
3,6823334.597768617
4,7097884.343236201
5,6273900.82642816
6,6652623.717793721
7,5554779.205953818
8,8073531.3346466245
9,5500222.591184476
10,5931560.496102912
11,69626483.99584797
12,8464851.602939889
13,41724564.75037044
14,52556307.034853704
15,9624066.43964951
16,7575523.389607839
17,5814704.800022511
18,6661330.531014108
19,6634782.636156196
20,7971633.719445585
21,7758112.003898271
22,6914638.880130179
23,6331474.464386413
24,8228459.912012106
25,6812498.6953250775
26,5370089.281952936
27,12129645.673601694
28,8777621.524339793
29,10572133.425219618
30,9688407.905236846
31,9348630.624324787
32,6360729.228333553
33,5117815.038646745
34,6093334.129027849
35,7395742.880342347
36,5641493.710157946
37,8241783.323979769
38,6109843.641791303
39,6100627.136160405
40,7603443.744079766
41,6349411.653020796
42,6583091.699524547
43,7008196.440711217
44,7878820.036920783
45,6994175.175066666
46,7738979.704457786
47,6659640.970230577
48,7883461.854574611
49,5730438.828327574
50,7940705.309905356
51,7561276.767419644
52,7944869.421232863
53,6483430.437493169
54,7173561.263784764
55,6729201.338809406
56,50798237.746275075
57,6733269.218727242
58,7227219.601706855
59,7554107.480382915
60,9108911.83132551
61,62386004.13004509
62,12497713.153432935
63,9224848.086543206
64,54753624.183844455
65,5957301.60509764
66,5615443.689775463
67,7022389.797031037
68,8087976.581606121
69,10570271.39379649
70,12719576.847860556
71,7561746.829124122
72,7711124.413742562
73,7060698.254905506
74,8406794.294264864
75,12161992.751403697
76,4960254.854365611
77,8271733.745012607
78,9121191.655913565
79,8583189.046698675
80,6446561.758742189
81,8127682.874761545
82,6208380.149670215
83,8572748.86625404
84,7033071.504794731
85,6381370.661164928
86,5866825.305001536
87,8546176.66089731
88,8343863.658733974
89,8701087.06019264
90,6806923.6898943
91,6293368.177821718
92,6276260.848831475
93,8538867.555764414
94,47425821.03738907
95,20920966.758818664
96,7288809.221676591
97,46588406.62187636
98,7081970.107289213
99,5351127.01639167
100,7896353.248319308
101,8499577.254815133
102,53402968.72762923
103,9062395.162845671
104,5355815.73028723
105,5995483.286889497
106,7146264.652556087
107,7404727.583796966
108,5491709.259015523
109,5884032.63869709
110,7673952.448753563
111,7347618.308698459
112,62047073.74336446
113,57240511.64843162
114,5337263.954694241
115,5153364.023789471
116,7587949.111670025
117,7059937.247311992
118,6032753.176419338
119,5821177.853239037
120,6571347.546905154
121,54156358.12561978
122,12671060.528229507
123,55376471.14992257
124,63680177.47710942
125,5603903.042601408
126,42524871.85685571
127,6830389.782967896
128,8305100.175639696
129,8580844.34381907
130,7549968.532842305
131,7551909.257678531
132,31216470.953492425
133,5103033.459813608
134,6469886.608875741
135,7047197.9595627235
136,6079197.417982379
137,5622236.976877589
138,5260500.954739535
139,10445504.696824994
140,5865172.67766016
141,7109715.740325105
142,4890618.705593085
143,6042845.530192265
144,6141320.003232801
145,8109753.961393926
146,8001692.472976603
147,63924878.35772599
148,7092581.577669601
149,5725540.207546581
150,6943393.031943216
151,64159388.61027434
152,7027871.630715485
153,7735386.226519736
154,47147627.22216831
155,4909235.139837643
156,10436272.240028065
157,6478667.985088835
158,7846255.804322739
159,7246056.501846865
160,9563191.471169528
161,57399236.62167395
162,9612910.343911469
163,7785460.283184234
164,9304344.156967163
165,4919955.395200141
166,6847339.970850149
167,8419577.955113782
168,4506106.946608005
169,6764605.910429141
170,7483742.289782126
171,5250154.159393063
172,9601407.453219675
173,6450079.713655552
174,6528932.099418025
175,5077373.858975049
176,6739000.032008564
177,7424172.334643709
178,9109952.23232776
179,7479974.617791942
180,5330656.5671172645
181,11781401.112952417
182,8155792.712546167
183,7617890.209562129
184,6532767.397982781
185,7663304.298856593
186,7884449.555828225
187,60849820.12057118
188,7676697.397439908
189,71594475.6320927
190,55497445.50444693
191,8226694.1401593145
192,10755846.496350272
193,6736311.862887834
194,6941231.307777879
195,5839567.160193173
196,9765635.702787038
197,6828536.388142415
198,6270200.396649668
199,7040476.727056074
200,5684758.778682746
201,7397068.453008797
202,7693250.015513412
203,7383344.774023507
204,9793710.812041627
205,52084851.38663172
206,44602638.57113584
207,66366524.08054884
208,8132942.585173273
209,10302778.731427744
210,7646691.194765683
211,7182579.472286439
212,44928578.244853996
213,7703866.856410492
214,5163613.982234843
215,43187113.816366196
216,6880817.642088066
217,8021826.603749603
218,6109291.755576
219,5550113.666792801
220,9501010.926667487
221,6277763.791307587
222,8254704.748024062
223,15812426.792113883
224,7162329.86993193
225,7234225.994343542
226,5740908.187568132
227,5299503.051567713
228,8647340.36751137
229,5738015.448161799
230,35407487.61622702
231,7372050.12800984
232,6801584.829978487
233,5760009.29422681
234,6956837.919455296
235,4570963.1541457735
236,9615468.88339251
237,53392243.834049195
238,9530866.21828144
239,10707258.989867656
240,6662004.934873958
241,9266556.618394813
242,6498271.842367822
243,5455168.403977353
244,7214810.969887074
245,7500644.974096144
246,7399564.998288361
247,7362028.957638401
248,6857821.548534358
249,5816344.1094441395
250,7735391.158362282
251,8996664.028097235
252,6895798.805460729
253,5425179.529246466
254,6836261.2065281365
255,8234994.131165479
256,7889162.796879591
257,6308659.803039968
258,53649056.802140005
259,4773617.564769758
260,6727405.991244878
261,54565821.28322608
262,7491198.955797597
263,7851080.328413438
264,5733876.566077605
265,48073035.223498434
266,6508200.910375608
267,7483569.373030527
268,8397670.809247158
269,7430373.734316233
270,6985897.118771988
271,9513782.502406068
272,10373626.758964147
273,6903381.3916847715
274,5284440.475362385
275,62957307.546938896
276,9332045.872212188
277,11133014.37396208
278,6625404.270278537
279,8079131.471389283
280,6957250.181580592
281,6693010.2918718625
282,10316065.171130134
283,10604164.424727043
284,6672715.446899538
285,5739220.8713103905
286,11913366.090333497
287,6059323.380020859
288,6280542.310817871
289,7597290.918956241
290,5715457.643277403
291,9475228.22633026
292,6243022.044383572
293,6515206.386907214
294,5913148.241573252
295,5513054.024440441
296,12614866.575751036
297,44947742.34554064
298,7179480.903840482
299,7741114.169365777
300,60942020.87929811
301,7420952.184120361
302,6676469.046796159
303,54060461.22989015
304,8913856.996465776
305,6530297.295479809
306,7288344.875277433
307,63083996.64469264
308,8676415.770569287
309,7334068.866441016
310,8062485.796201726
311,7485795.761233599
312,8764030.926698904
313,53660556.795587994
314,5624976.559595125
315,5671378.851957478
316,7360152.358488391
317,6175526.218297884
318,68999261.96566993
319,44153033.71635997
320,20020697.43330583
321,6038289.918140402
322,6782504.383757548
323,6683896.630094243
324,7826514.377187674
325,9291839.038789276
326,6547044.3863052875
327,6451001.892974012
328,17256046.96920994
329,5602850.0148185585
330,11427950.322141785
331,32416915.07086852
332,12066248.612879332
333,54335123.9119849
334,33188918.73615455
335,5829625.133530309
336,5951210.467915028
337,8626707.224465713
338,16701033.349296486
339,6437587.83195874
340,7707309.679174606
341,8819053.005908523
342,6097903.173219591
343,6196892.308074173
344,9044435.72951864
345,7433029.710188525
346,5750358.51822334
347,7601239.090605213
348,6234012.456105206
349,7168951.595860154
350,53969143.157322094
351,5295669.6461597495
352,10018282.007004002
353,7240086.180784961
354,7105759.1654707305
355,41791034.608966485
356,12498574.339966878
357,11665040.24518812
358,6329579.939707737
359,7035278.244245353
360,5517441.150102982
361,7885264.79978341
362,12032405.464410415
363,5829040.353363236
364,9318389.811900131
365,9931634.493397212
366,9391115.439844444
367,6523416.398934181
368,43723516.96023767
369,12393403.544129197
370,50650948.235369794
371,8825409.752185712
372,5785096.49917176
373,7604628.226366329
374,8329196.4062035745
375,8065195.173108398
376,7026498.515695271
377,8595929.108142633
378,9143712.075482026
379,6514826.361083858
380,5750051.481858147
381,5541995.630424805
382,8111253.923009206
383,6760184.248427684
384,63959689.76471094
385,11128559.284660276
386,59966280.43441787
387,7500977.380154111
388,9691445.399112461
389,6657632.548595149
390,5625737.370046012
