row ID,price_doc
1,7974680.432951165
2,10635843.895173695
3,4442904.921352925
4,7912256.087332455
5,6099585.124158019
6,8168251.772576619
7,6193599.552551871
8,6651594.871484209
9,6732580.247308245
10,7481767.060151026
11,48085560.05298944
12,5977572.201503884
13,53693125.976242855
14,51175114.147741064
15,6432201.4819516
16,6899085.85100398
17,6592992.490622226
18,5725071.719363593
19,6624551.146707576
20,6434903.684330605
21,6593297.834812099
22,5618703.808205314
23,5668989.70505758
24,8621711.589599287
25,7659783.6079808865
26,5502197.046645807
27,6078349.821402164
28,8707834.169712648
29,5444788.182154683
30,8121623.956411811
31,9248080.318347208
32,7414385.8383634
33,6346629.740541009
34,7546123.53213805
35,6076099.80653353
36,5701401.86076222
37,6555997.362952383
38,5513446.080618501
39,6581557.703886265
40,9383445.39112195
41,6099028.665066777
42,5584373.0673317015
43,5347054.890960088
44,5874827.9467562325
45,10074960.207772437
46,6352638.430918226
47,5133167.632348601
48,6615470.975003166
49,5346059.561977144
50,7979121.541729076
51,12155112.662618112
52,6196323.970069015
53,5329520.876254067
54,6556592.733690666
55,5997949.2074215
56,65356044.15019259
57,9869258.759096839
58,8751091.854469806
59,7090630.3380636
60,4758007.819020217
61,63566040.60526073
62,13724617.331388462
63,6693741.603098769
64,74495530.91188335
65,6117731.043176077
66,6230548.745307194
67,5599037.3531588
68,7881751.567677034
69,9695119.490923112
70,6677445.419650203
71,8510289.113902649
72,6006400.387771165
73,12582920.925367985
74,6689952.851856239
75,13258759.91681952
76,4792227.2385339495
77,4179463.088327421
78,6264133.507079188
79,5983030.637042344
80,6134158.271079371
81,14091238.834069666
82,6581573.894935111
83,9930571.900423465
84,4891407.402083093
85,6477660.821301177
86,7042977.550077047
87,8098281.18462484
88,10625409.176778313
89,8722275.268821236
90,6287028.484058376
91,9059374.582392007
92,7666859.7556904275
93,7614870.369957276
94,62568070.54994053
95,6000737.7873704545
96,9902630.682869306
97,73235451.9368211
98,5467245.475922013
99,5757307.100031592
100,6211978.463426251
101,11034061.587834168
102,57662831.42416887
103,8220023.89608163
104,7646443.938551959
105,5997720.624798054
106,8927445.295534441
107,7098682.859656589
108,9937742.276855785
109,9051063.000214048
110,6488816.414496005
111,5759499.274443848
112,59904594.837222144
113,53204329.93180993
114,5985381.54515635
115,5943441.247610347
116,7243753.679222582
117,6252000.551173346
118,5317937.476277957
119,7072803.310480658
120,7663138.65263563
121,52125499.47748971
122,6680184.47656882
123,63210870.81616396
124,48154085.79686394
125,5700854.181132326
126,61973670.192899436
127,10948511.140010187
128,7262429.047675932
129,14504132.661634972
130,10444570.737856124
131,6188094.974788725
132,45418534.49533418
133,5959451.103839839
134,7468445.707722774
135,7211396.92508154
136,6589543.363093084
137,5032198.776899118
138,6105398.769981787
139,7397010.624904761
140,6876881.748226102
141,5856750.274875803
142,5935079.955726925
143,7821121.72827244
144,4473052.142559787
145,5490664.679741578
146,8962363.304713937
147,67999722.11174251
148,5487087.887545459
149,5885957.078361541
150,6688191.267209565
151,73099236.75232604
152,7290423.0043822285
153,10567838.709103093
154,43587739.91583888
155,6818659.544996103
156,11480814.53794283
157,4379704.558985217
158,8550042.962235348
159,6120537.408997582
160,9641120.368801754
161,62006619.59706129
162,8379080.317338426
163,8324320.049572857
164,7701325.409200927
165,6759347.381525848
166,6504892.469154507
167,11640952.234509327
168,4866019.727675738
169,6248226.627071006
170,6715539.91548996
171,6685367.534049971
172,8151504.8759125825
173,8080167.721436316
174,6700262.236491658
175,6948741.277429989
176,6101773.325417211
177,6102117.397120398
178,12875146.914044002
179,8698442.60496912
180,8755595.086072544
181,13880960.573894769
182,7261611.085544143
183,8419894.826426862
184,6176474.3935681265
185,6115424.33135825
186,7484872.63747759
187,48621049.32218084
188,7827002.986373235
189,56578071.3086617
190,68226731.52064796
191,14684655.373100955
192,5370867.978226097
193,6247833.55861132
194,5808125.335969493
195,7058046.476133671
196,14074619.357929891
197,5893870.905342324
198,7361486.551641051
199,9023596.509395134
200,5478603.55390102
201,7782266.883858744
202,5764188.087371945
203,8474739.478201304
204,8707113.648829598
205,65847846.55890024
206,58126574.9812586
207,58727194.61113709
208,10918523.728405902
209,8576181.025641486
210,6242832.698065186
211,7787084.38807993
212,57732383.40778525
213,6908833.275996974
214,7554127.133401126
215,51912888.89237125
216,5525060.93553042
217,7758302.623746641
218,5564898.797781523
219,5961091.6354305595
220,9071887.03176108
221,6472086.309329448
222,5619770.574062582
223,11073033.842774987
224,5857454.224958312
225,6313950.642182682
226,7402313.608922329
227,9502391.25135779
228,5597173.465210108
229,5230424.6287426725
230,51080847.27279943
231,8448120.964522941
232,7506001.605102735
233,8739282.4996224
234,7279203.212265184
235,3830149.7934241313
236,6963833.657639585
237,57203374.82786988
238,8927519.77067816
239,9871944.447706837
240,7334218.0421765745
241,12935826.184509171
242,7987873.144896308
243,7171437.619051345
244,9045914.837701553
245,7943785.08194303
246,8634032.672646815
247,6703844.118252488
248,9090351.750285223
249,7471425.035212781
250,8622252.632239414
251,8911890.349923225
252,9234890.586179351
253,6111273.592948161
254,7038716.215374194
255,6133764.008562397
256,8053984.878930595
257,6286092.636958774
258,58899661.56312728
259,7122242.010761753
260,6644541.955374563
261,58393508.98162381
262,7910046.995478967
263,5903603.247526053
264,6968811.88908631
265,51749730.759383425
266,7337194.739781957
267,5878686.3135749195
268,12740147.242560392
269,5543392.297969464
270,7272272.677938009
271,14925707.962329926
272,7455638.416127078
273,8316803.125884479
274,5048895.317183875
275,58537764.22436312
276,10926566.365609618
277,10856109.087031651
278,5605354.168920692
279,8458024.681929642
280,8146559.322218582
281,7309176.305002511
282,15080817.39361796
283,12673435.70051352
284,6471492.681587419
285,9255831.756219432
286,6883223.3240900375
287,6511802.352267012
288,6423735.482363436
289,6922496.866869254
290,6344706.817791071
291,9187751.81605108
292,9942477.832494302
293,7394611.580946179
294,5679889.97889315
295,5365063.806021381
296,17633971.54855994
297,63406792.804663226
298,5326427.592599129
299,6217622.344219511
300,77475922.87395509
301,6647288.4541138895
302,6240926.157091148
303,66365716.67455049
304,14662337.949135298
305,6506485.986376762
306,7693919.07330838
307,66796908.03530292
308,8578769.696210256
309,7783125.514153091
310,7819456.088724647
311,12858481.29497308
312,7916328.286565693
313,40354871.345085144
314,5508154.389095899
315,5322437.033867871
316,8021181.722936908
317,5835660.084058039
318,60753209.292470455
319,60091048.2273138
320,5304476.543603111
321,7087133.603403665
322,5854190.640607338
323,6338280.454150574
324,6921484.401253678
325,7839402.438074665
326,4979299.418279318
327,7454446.247069476
328,12787915.97656471
329,7313508.8823277
330,10870326.673696076
331,20426291.90010212
332,6591665.534661157
333,52600179.60026021
334,57822578.276988715
335,9329123.01694162
336,8783413.628228908
337,14758276.137128618
338,1932557.4396554176
339,5235953.632193727
340,7150573.205875203
341,6000845.728690378
342,7426152.427569531
343,8607499.066248022
344,10848286.34897312
345,9110550.322325325
346,10200636.053951088
347,8486028.90313792
348,5815661.307045437
349,6649611.897652758
350,54810459.9347326
351,5913665.73018967
352,10028894.925711332
353,8403255.909000462
354,8440474.208474966
355,58350046.915105015
356,6034712.689344494
357,8798557.894377453
358,6958993.313613867
359,7288583.114117332
360,5863722.900392335
361,12622968.635019891
362,7851451.0803702995
363,4831377.99201368
364,9927365.799209544
365,8856339.86197346
366,14902260.372224718
367,6440200.907224603
368,50502137.61474881
369,7226508.3554621395
370,76629318.06961535
371,8168203.494689746
372,4656074.93110293
373,7420071.05107446
374,6719529.909355646
375,9333551.302207023
376,5527780.793612443
377,7312946.426947918
378,6584233.614657506
379,5266211.926034279
380,6536167.051167756
381,7289207.424240064
382,6459504.684680834
383,7470026.37801622
384,53782583.338928536
385,11299471.162580073
386,46805379.11953619
387,7803360.220546717
388,7067402.611062763
389,7316002.447470823
390,5048933.376679594
391,5230909.375465428
392,7477676.9487388525
393,6294203.359725852
394,10144096.828649677
395,6279053.2541020885
396,6546154.399568498
397,6597182.947697436
398,6958030.128830787
399,54032392.430378765
400,67062135.446295515
401,61238195.83577572
402,10584697.042155193
403,6609346.193704834
404,8848917.380479211
405,7350354.566892603
406,6498595.911669429
407,6447132.074308019
408,5541678.971488198
409,45427241.04137738
410,8224326.5630588345
411,5711893.362798441
412,6519512.8050834555
413,11517143.422137136
414,43852092.37859101
415,-222228.13373447582
416,9300551.528274361
417,52504384.791326195
418,6442494.757962134
419,5954577.904722774
420,6185025.488700952
421,9056800.686876355
422,6713209.267839927
423,6442300.9058176875
424,6303170.8332264945
425,8076428.939751897
426,6210023.458678557
427,6626224.078737512
428,5663991.77554865
429,6580527.1894488465
430,7393517.600743411
431,7276588.6245845
432,6097130.479304217
433,51464513.9825905
434,10504852.220848821
435,5933997.692166418
436,8915270.761141734
437,8874514.668857552
438,16282782.419900065
439,6435686.399574932
440,7361095.157363012
441,5242026.26292268
442,9516591.755551867
443,4728432.241942206
444,10351847.284774315
445,50399567.17798634
446,5638556.549536716
447,8163241.411461186
448,63608060.15411107
449,7381375.256682767
450,64210744.8791859
451,13688695.199777842
452,8835485.542299733
453,12534451.386879556
454,60367201.342032745
455,6462802.085765967
456,6111060.390072625
457,8181093.622008098
458,8241477.163056992
459,4665876.327753397
460,6418835.507311698
461,62696732.126817584
462,8742509.289443819
463,7434022.564120429
464,15832281.449575128
465,6967803.416910009
466,9884448.576218734
467,6297721.9057199545
